OBJECTID,Name,Class,State Abbreviation,State FIPS,Place FIPS,2020 Total Population,Population Class,People per square mile,Area in square miles,Capital,x,y
3243,Jefferson Hills,borough,PA,42,4237955,12424,6,741.7,16.75,,-79.932858,40.29268928
3244,Johnstown,city,PA,42,4238288,18411,6,3003.4,6.13,,-78.91895456,40.32547912
3245,King of Prussia,Census Designated Place,PA,42,4239736,24695,6,2851.6,8.66,,-75.38208851,40.09624055
3246,Kingston,borough,PA,42,4239784,13349,6,6040.3,2.21,,-75.88749589,41.26519933
3247,Lancaster,city,PA,42,4241216,58039,7,7896.5,7.35,,-76.30099492,40.04213485
3248,Lansdale,borough,PA,42,4241432,18773,6,6278.6,2.99,,-75.28121663,40.24164878
3249,Lansdowne,borough,PA,42,4241440,11107,6,9412.7,1.18,,-75.27603565,39.94076137
3250,Lebanon,city,PA,42,4242168,26814,6,6430.2,4.17,,-76.42272743,40.34119528
3251,Levittown,Census Designated Place,PA,42,4242928,52699,7,5067.2,10.4,,-74.88495184,40.15907049
3252,Lower Burrell,city,PA,42,4244864,11758,6,1020.7,11.52,,-79.71401974,40.58184561
3253,McKeesport,city,PA,42,4246256,17727,6,3258.6,5.44,,-79.84393593,40.34188661
3254,Meadville,city,PA,42,4248360,13050,6,2986.3,4.37,,-80.147415,41.63887265
3255,Monroeville,municipality,PA,42,4250528,28640,6,1452.3,19.72,,-79.76092353,40.42578211
3256,Montgomeryville,Census Designated Place,PA,42,4250672,12998,6,2730.7,4.76,,-75.24050382,40.25024096
3257,Mountain Top,Census Designated Place,PA,42,4251384,11489,6,764.9,15.02,,-75.88153169,41.1758732
3258,Munhall,borough,PA,42,4252320,10774,6,4565.3,2.36,,-79.901016,40.38781108
3259,Murrysville,municipality,PA,42,4252432,21006,6,570.2,36.84,,-79.69646731,40.42761494
3260,Nanticoke,city,PA,42,4252584,10628,6,2993.8,3.55,,-76.00026021,41.20039045
3261,New Castle,city,PA,42,4253368,21926,6,2567.4,8.54,,-80.33582875,40.99955391
3262,New Kensington,city,PA,42,4253736,12170,6,2856.8,4.26,,-79.752345,40.56674067
3263,Norristown,borough,PA,42,4254656,35748,6,9930,3.6,,-75.3398683,40.1224445
3264,Oil City,city,PA,42,4256456,9613,5,1986.2,4.84,,-79.703202,41.43375415
3265,Philadelphia,city,PA,42,4260000,1603797,10,11824.8,135.63,,-75.16098543,39.9513585
3266,Phoenixville,borough,PA,42,4260120,18602,6,5000.5,3.72,,-75.52012022,40.13585171
3267,Pittsburgh,city,PA,42,4261000,302971,9,5192.3,58.35,,-79.97632043,40.43945857
3268,Plum,borough,PA,42,4261536,27144,6,937.9,28.94,,-79.74960307,40.50242677
3269,Pottstown,borough,PA,42,4262416,23433,6,4743.5,4.94,,-75.64442725,40.2507731
3270,Pottsville,city,PA,42,4262432,13346,6,3200.5,4.17,,-76.2092047,40.67985272
3271,Reading,city,PA,42,4263624,95112,7,9435.7,10.08,,-75.9266097,40.33993106
3272,St. Marys,city,PA,42,4267344,12738,6,128,99.51,,-78.53417803,41.45747706
3273,Scranton,city,PA,42,4269000,76328,7,2988.6,25.54,,-75.66491553,41.40436816
3274,Sharon,city,PA,42,4269720,13147,6,3487.3,3.77,,-80.4998216,41.23396491
3275,Shiloh,Census Designated Place,PA,42,4270256,11524,6,2698.8,4.27,,-76.79201815,39.97338243
3276,State College,borough,PA,42,4273808,40501,6,8881.8,4.56,,-77.85681015,40.7909799
3277,Uniontown,city,PA,42,4278528,9984,5,4870.2,2.05,,-79.72445434,39.89932342
3278,Tonawanda Town,Census Designated Place,NY,36,3675021,57431,7,3319.7,17.3,,-78.87362091,42.9864253
3279,Anderson Creek,Census Designated Place,NC,37,3701340,13636,6,697.1,19.56,,-78.95797453,35.26566515
3280,Elon,town,NC,37,3721095,11336,6,2758.2,4.11,,-79.5052705,36.09660666
3281,Lake Norman of Catawba,Census Designated Place,NC,37,3736511,11395,6,606.8,18.78,,-80.98349439,35.59998662
3282,Myrtle Grove,Census Designated Place,NC,37,3745840,11476,6,1705.2,6.73,,-77.88409781,34.12360548
3283,Pineville,town,NC,37,3752220,10602,6,1587.1,6.68,,-80.8915022,35.08641939
3284,Spout Springs,Census Designated Place,NC,37,3764000,11040,6,1218.5,9.06,,-79.03307292,35.27238921
3285,Waynesville,town,NC,37,3771500,10140,6,1145.8,8.85,,-83.0008605,35.4735703
3286,Winterville,town,NC,37,3775060,10462,6,2130.8,4.91,,-77.39902912,35.52869395
3287,Amelia,village,OH,39,3901742,12575,6,2265.8,5.55,,-84.216987,39.02018223
3288,Harrison,city,OH,39,3933838,12563,6,2339.5,5.37,,-84.78828824,39.2569873
3289,New Albany,city,OH,39,3953970,10825,6,647.4,16.72,,-82.80520116,40.0829235
3290,Shiloh,Census Designated Place,OH,39,3972284,10952,6,2779.7,3.94,,-84.2422015,39.82370932
3291,Tipp City,city,OH,39,3976876,10274,6,1256,8.18,,-84.18529762,39.96408089
3292,Willoughby Hills,city,OH,39,3985512,10019,6,924.3,10.84,,-81.43316091,41.58727324
3293,Newcastle,city,OK,40,4051150,10984,6,179.4,61.21,,-97.626025,35.26588811
3294,Warr Acres,city,OK,40,4078500,10452,6,3680.3,2.84,,-97.61823116,35.52842062
3295,Astoria,city,OR,41,4103150,10181,6,1650.1,6.17,,-123.8083264,46.18494152
3296,Baker City,city,OR,41,4103650,10099,6,1410.5,7.16,,-117.8319753,44.77489788
3297,Cottage Grove,city,OR,41,4115950,10574,6,2718.3,3.89,,-123.0580703,43.79585456
3298,Fairview,city,OR,41,4124250,10424,6,3217.3,3.24,,-122.4383975,45.54489864
3299,Molalla,city,OR,41,4149450,10228,6,4157.7,2.46,,-122.5718565,45.14672467
3300,Monmouth,city,OR,41,4149550,11110,6,4915.9,2.26,,-123.2284013,44.8505082
3301,North Bend,city,OR,41,4153000,10317,6,2618.5,3.94,,-124.2382815,43.3996328
3302,Prineville,city,OR,41,4159850,10736,6,836.8,12.83,,-120.8589409,44.29936951
3303,Santa Clara,Census Designated Place,OR,41,4165400,11239,6,2312.6,4.86,,-123.1178925,44.10644458
3304,Silverton,city,OR,41,4167650,10484,6,2961.6,3.54,,-122.7807194,45.00288032
3305,Brentwood,borough,PA,42,4208416,10082,6,6953.1,1.45,,-79.97578158,40.37336385
3306,Croydon,Census Designated Place,PA,42,4217448,10014,6,3973.8,2.52,,-74.8971137,40.09208604
3307,Northampton,borough,PA,42,4254696,10395,6,3937.5,2.64,,-75.49019157,40.68645949
3308,Progress,Census Designated Place,PA,42,4262736,11168,6,3710.3,3.01,,-76.83823524,40.29044454
3309,Washington,city,PA,42,4281328,13176,6,4512.3,2.92,,-80.24673078,40.17396414
3310,Waynesboro,borough,PA,42,4281824,10951,6,3211.4,3.41,,-77.58219826,39.75245343
3311,Weigelstown,Census Designated Place,PA,42,4282008,15136,6,2433.4,6.22,,-76.83152725,39.9843191
3312,West Chester,borough,PA,42,4282704,18671,6,10092.4,1.85,,-75.6058219,39.96012785
3313,West Mifflin,borough,PA,42,4283512,19589,6,1351,14.5,,-79.93577425,40.35164757
3314,Whitehall,borough,PA,42,4284512,15064,6,4523.7,3.33,,-79.987996,40.35547312
3315,Wilkes-Barre,city,PA,42,4285152,44328,6,6156.7,7.2,,-75.8774505,41.2424585
3316,Wilkinsburg,borough,PA,42,4285188,14349,6,6377.3,2.25,,-79.874806,40.44235099
3317,Williamsport,city,PA,42,4285312,27754,6,2930.7,9.47,,-77.01016925,41.24648263
3318,Willow Grove,Census Designated Place,PA,42,4285408,13730,6,5384.3,2.55,,-75.11781255,40.14951898
3319,Wyomissing,borough,PA,42,4286880,11114,6,2453.4,4.53,,-75.9702352,40.33168725
3320,Yeadon,borough,PA,42,4286968,12054,6,7581.1,1.59,,-75.25271625,39.93248328
3321,York,city,PA,42,4287048,44800,6,8389.5,5.34,,-76.731131,39.95860809
3322,Central Falls,city,RI,44,4414140,22583,6,17781.9,1.27,,-71.39348152,41.88992722
3323,Cranston,city,RI,44,4419180,82934,7,2869.7,28.9,,-71.44012807,41.77754756
3324,East Providence,city,RI,44,4422960,47139,6,3423.3,13.77,,-71.35593865,41.80654092
3325,Newport,city,RI,44,4449960,25163,6,3133.6,8.03,,-71.305405,41.4831862
3326,Newport East,Census Designated Place,RI,44,4450140,12337,6,2070,5.96,,-71.28777961,41.51594853
3327,Pawtucket,city,RI,44,4454640,75604,7,8581.6,8.81,,-71.35933987,41.87743695
3328,Providence,city,RI,44,4459000,190934,8,10150.7,18.81,State,-71.42188958,41.82353477
3329,Valley Falls,Census Designated Place,RI,44,4472500,12094,6,3295.4,3.67,,-71.39225508,41.92321799
3330,Warwick,city,RI,44,4474300,82823,7,2320.6,35.69,,-71.46156625,41.69909574
3331,Westerly,Census Designated Place,RI,44,4476820,18423,6,1131.6,16.28,,-71.81524513,41.34354919
3332,Woonsocket,city,RI,44,4480780,43240,6,5445.8,7.94,,-71.49929116,42.00100579
3333,Aiken,city,SC,45,4500550,32025,6,1522.1,21.04,,-81.71766209,33.55520502
3334,Anderson,city,SC,45,4501360,28106,6,1937,14.51,,-82.64781257,34.52119302
3335,Beaufort,city,SC,45,4504690,13607,6,556.1,24.47,,-80.66814258,32.43261592
3336,Berea,Census Designated Place,SC,45,4505770,15578,6,1964.4,7.93,,-82.466091,34.87766763
3337,Bluffton,town,SC,45,4507210,27716,6,533.8,51.92,,-80.85885914,32.23504828
3338,Cayce,city,SC,45,4512655,13781,6,774.2,17.8,,-81.06318816,33.971644
3339,Charleston,city,SC,45,4513330,150227,8,1296.6,115.86,,-79.93613546,32.78124518
3340,Clemson,city,SC,45,4514950,17681,6,2207.4,8.01,,-82.83864322,34.68228532
3341,Columbia,city,SC,45,4516000,136632,8,978.4,139.65,State,-81.04349778,33.99973383
3342,Conway,city,SC,45,4516405,24849,6,1014.2,24.5,,-79.05092285,33.83769341
3343,Dentsville,Census Designated Place,SC,45,4519285,14431,6,2116,6.82,,-80.95460472,34.07540492
3344,Easley,city,SC,45,4521985,22921,6,1807.6,12.68,,-82.61139925,34.82448796
3345,Five Forks,Census Designated Place,SC,45,4525540,17737,6,2330.7,7.61,,-82.22711219,34.80686603
3346,Florence,city,SC,45,4525810,39899,6,1719,23.21,,-79.78758021,34.17692384
3347,Forest Acres,city,SC,45,4526305,10617,6,2136.2,4.97,,-80.98155563,34.0247449
3348,Fort Mill,town,SC,45,4526890,24521,6,1232.2,19.9,,-80.9358087,35.01242513
3349,Gaffney,city,SC,45,4528060,12764,6,1532.3,8.33,,-81.65787065,35.07465252
3350,Gantt,Census Designated Place,SC,45,4528375,15006,6,1531.2,9.8,,-82.40289605,34.78414127
3351,Goose Creek,city,SC,45,4529815,45946,6,1101.8,41.7,,-80.03624389,32.99767365
3352,Greenville,city,SC,45,4530850,70720,7,2364.4,29.91,,-82.39856544,34.84859464
3353,Greenwood,city,SC,45,4530895,22545,6,1369.7,16.46,,-82.15501946,34.18798776
3354,Greer,city,SC,45,4530985,35308,6,1411.8,25.01,,-82.23046818,34.93773215
3355,Hanahan,city,SC,45,4532065,20325,6,1765.9,11.51,,-79.99694908,32.90971513
3356,Hilton Head Island,town,SC,45,4534045,37661,6,913.2,41.24,,-80.74826,32.16169886
3357,Irmo,town,SC,45,4535890,11569,6,1686.4,6.86,,-81.19442774,34.10106618
3358,Ladson,Census Designated Place,SC,45,4539220,15550,6,2211.9,7.03,,-80.10775203,33.00924235
3359,Lexington,town,SC,45,4541335,23568,6,1967.3,11.98,,-81.2193002,33.98774553
3360,Mauldin,city,SC,45,4545115,24724,6,2075.9,11.91,,-82.3001355,34.78702697
3361,Mount Pleasant,town,SC,45,4548535,90801,7,1813.1,50.08,,-79.85487205,32.81906466
3362,Myrtle Beach,city,SC,45,4549075,35682,6,1510.7,23.62,,-78.88298955,33.69639648
3363,Newberry,city,SC,45,4549570,10691,6,1189.2,8.99,,-81.61393775,34.27847765
3364,North Augusta,city,SC,45,4550695,24379,6,1159.8,21.02,,-81.9812855,33.50618617
3365,North Charleston,city,SC,45,4550875,114852,8,1471.9,78.03,,-80.00897882,32.87686314
3366,North Myrtle Beach,city,SC,45,4551280,18790,6,886.3,21.2,,-78.67134507,33.82798147
3367,Oak Grove,Census Designated Place,SC,45,4551720,12899,6,1683.9,7.66,,-81.14284999,33.98090083
3368,Orangeburg,city,SC,45,4553080,13240,6,1467.8,9.02,,-80.86552596,33.49209674
3369,Parker,Census Designated Place,SC,45,4554535,13407,6,1943,6.9,,-82.454519,34.8460497
3370,Port Royal,town,SC,45,4558030,14220,6,808,17.6,,-80.68993667,32.37352532
3371,Red Bank,Census Designated Place,SC,45,4559110,10924,6,860.8,12.69,,-81.2321266,33.9296348
3372,Red Hill,Census Designated Place,SC,45,4559190,15906,6,1430.4,11.12,,-79.00997276,33.75750323
3373,Rock Hill,city,SC,45,4561405,74372,7,1899.7,39.15,,-81.02651145,34.93957195
3374,St. Andrews,Census Designated Place,SC,45,4562395,20675,6,3334.7,6.2,,-81.111754,34.05091822
3375,Seven Oaks,Census Designated Place,SC,45,4565207,14652,6,1885.7,7.77,,-81.14351409,34.04740292
3376,Simpsonville,city,SC,45,4566580,23354,6,2492.4,9.37,,-82.25728979,34.72939427
3377,Socastee,Census Designated Place,SC,45,4567390,22213,6,1633.3,13.6,,-78.98584776,33.67720692
3378,Spartanburg,city,SC,45,4568290,38732,6,1918.4,20.19,,-81.92516057,34.94352935
3379,Summerville,town,SC,45,4570270,50915,7,2566.3,19.84,,-80.18065886,33.00480911
3380,Sumter,city,SC,45,4570405,43463,6,1323.9,32.83,,-80.34095958,33.92997905
3381,Taylors,Census Designated Place,SC,45,4571395,23222,6,2190.8,10.6,,-82.29052425,34.91322114
3382,Wade Hampton,Census Designated Place,SC,45,4573870,21482,6,2408.3,8.92,,-82.33366241,34.88213991
3383,West Columbia,city,SC,45,4575850,17416,6,1901.3,9.16,,-81.06956225,33.9922583
3384,Aberdeen,city,SD,46,4600100,28495,6,1717.6,16.59,,-98.46805262,45.46469347
3385,Brookings,city,SD,46,4607580,23377,6,1726.5,13.54,,-96.7855691,44.30266396
3386,Huron,city,SD,46,4631060,14263,6,1319.4,10.81,,-98.2101719,44.36224073
3387,Mitchell,city,SD,46,4643100,15660,6,1273.2,12.3,,-98.0332265,43.71880732
3388,Pierre,city,SD,46,4649600,14091,6,1079.8,13.05,State,-100.3469463,44.36658281
3389,Rapid City,city,SD,46,4652980,74703,7,1364.2,54.76,,-103.2257766,44.07150382
3390,Sioux Falls,city,SD,46,4659020,192517,8,2417.6,79.63,,-96.73077327,43.53843096
3391,Spearfish,city,SD,46,4660020,12193,6,727.9,16.75,,-103.8619362,44.49312472
3392,Vermillion,city,SD,46,4666700,11695,6,2559.1,4.57,,-96.9244019,42.78254859
3393,Watertown,city,SD,46,4669300,22655,6,868,26.1,,-97.10244914,44.89958616
3394,Yankton,city,SD,46,4673060,15411,6,1747.3,8.82,,-97.39218482,42.89013634
3395,Arlington,town,TN,47,4701740,14549,6,631.7,23.03,,-89.67862418,35.2886703
3396,Athens,city,TN,47,4702320,14084,6,908.1,15.51,,-84.608391,35.44544808
3397,Bartlett,city,TN,47,4703440,57786,7,1789.6,32.29,,-89.85000018,35.20320566
3398,Brentwood,city,TN,47,4708280,45373,6,1102.6,41.15,,-86.79008085,36.03187799
3399,Bristol,city,TN,47,4708540,27147,6,827.1,32.82,,-82.21529931,36.58901168
3400,Brownsville,city,TN,47,4708920,9788,5,992.7,9.86,,-89.25746236,35.58810307
3401,Chattanooga,city,TN,47,4714000,181099,8,1206.7,150.08,,-85.30521378,35.0429216
3402,Clarksville,city,TN,47,4715160,166722,8,1665.6,100.1,,-87.3550077,36.530679
3403,Cleveland,city,TN,47,4715400,47356,6,1747.5,27.1,,-84.87095661,35.18161205
3404,Collierville,town,TN,47,4716420,51324,7,1410.4,36.39,,-89.66850537,35.03943171
3405,Columbia,city,TN,47,4716540,41690,6,1258.4,33.13,,-87.04890414,35.62073755
3406,Cookeville,city,TN,47,4716920,34842,6,969.2,35.95,,-85.50698194,36.14781973
3407,Crossville,city,TN,47,4718540,12071,6,579.8,20.82,,-85.02775072,35.95396618
3408,Dickson,city,TN,47,4720620,16058,6,791,20.3,,-87.36607396,36.06373157
3409,Dyersburg,city,TN,47,4722200,16164,6,927.4,17.43,,-89.37818399,36.04595704
3410,East Ridge,city,TN,47,4722720,22167,6,2677.2,8.28,,-85.24979025,34.99870544
3411,Elizabethton,city,TN,47,4723500,14546,6,1499.6,9.7,,-82.2435585,36.34164045
3412,Farragut,town,TN,47,4725760,23506,6,1456.4,16.14,,-84.18212497,35.87313492
3413,Franklin,city,TN,47,4727740,83454,7,1942.6,42.96,,-86.85241943,35.92148297
3414,Gallatin,city,TN,47,4728540,44431,6,1358.3,32.71,,-86.47078693,36.37840639
3415,Germantown,city,TN,47,4728960,41333,6,2065.6,20.01,,-89.78240352,35.08294361
3416,Goodlettsville,city,TN,47,4729920,17789,6,1219.3,14.59,,-86.70313725,36.3323555
3417,Greeneville,town,TN,47,4730980,15479,6,910.5,17,,-82.81966044,36.16802679
3418,Hendersonville,city,TN,47,4733280,61753,7,1671.3,36.95,,-86.59896679,36.30778572
3419,Jackson,city,TN,47,4737640,68205,7,1166.9,58.45,,-88.81715976,35.61612358
3420,Johnson City,city,TN,47,4738320,71046,7,1629.1,43.61,,-82.34466902,36.32103444
3421,Kingsport,city,TN,47,4739560,55442,7,1035.9,53.52,,-82.55946597,36.54752122
3422,Knoxville,city,TN,47,4740000,190740,8,1829.6,104.25,,-83.92160677,35.96037331
3423,Lakeland,city,TN,47,4740350,13904,6,581.8,23.9,,-89.73074817,35.25860452
3424,La Vergne,city,TN,47,4741200,38719,6,1551.9,24.95,,-86.55735632,36.02100591
3425,Lawrenceburg,city,TN,47,4741340,11633,6,918.2,12.67,,-87.33198461,35.24962827
3426,Lebanon,city,TN,47,4741520,38431,6,969,39.66,,-86.29277867,36.20441242
3427,Lewisburg,city,TN,47,4741860,12288,6,884.7,13.89,,-86.78892602,35.4494255
3428,McMinnville,city,TN,47,4745100,13788,6,1246.7,11.06,,-85.7816863,35.68589944
3429,Manchester,city,TN,47,4745500,12212,6,854.6,14.29,,-86.07746232,35.46293299
3430,Martin,city,TN,47,4746240,10825,6,869.5,12.45,,-88.85179427,36.33910123
3431,Maryville,city,TN,47,4746380,31907,6,1849.7,17.25,,-83.9785246,35.7468671
3432,Memphis,city,TN,47,4748000,633104,10,2078.3,304.62,,-90.04219446,35.14104227
3433,Middle Valley,Census Designated Place,TN,47,4748360,11695,6,1188.5,9.84,,-85.19611936,35.1858948
3434,Millington,city,TN,47,4749060,10582,6,472,22.42,,-89.89316081,35.33677945
3435,Morristown,city,TN,47,4750280,30431,6,1099.8,27.67,,-83.29961701,36.20287394
3436,Mount Juliet,city,TN,47,4750780,39289,6,1547.4,25.39,,-86.50835781,36.17105507
3437,Murfreesboro,city,TN,47,4751560,152769,8,2424.1,63.02,,-86.40921431,35.85086381
3438,Nashville-Davidson metropolitan government (balance),unknown,TN,47,4752006,689447,10,1385.9,497.47,State,-86.77730792,36.1664711
3439,Oak Ridge,city,TN,47,4755120,31402,6,349.1,89.95,,-84.25581018,36.00185208
3440,Paris,city,TN,47,4756720,10316,6,796,12.96,,-88.30667712,36.2935898
3441,Portland,city,TN,47,4760280,13156,6,906.1,14.52,,-86.52882207,36.59124127
3442,Red Bank,city,TN,47,4761960,11899,6,1813.9,6.56,,-85.29617017,35.11167897
3443,Sevierville,city,TN,47,4767120,17889,6,739.2,24.2,,-83.56884184,35.86686633
3444,Seymour,Census Designated Place,TN,47,4767200,14705,6,917.3,16.03,,-83.77416546,35.87610778
3445,Shelbyville,city,TN,47,4767760,23557,6,1277.5,18.44,,-86.45180009,35.49979724
3446,Smyrna,town,TN,47,4769420,53070,7,1601.9,33.13,,-86.52324391,35.97395681
3447,Soddy-Daisy,city,TN,47,4769560,13070,6,543.7,24.04,,-85.17347724,35.24517532
3448,Springfield,city,TN,47,4770500,18782,6,1429.4,13.14,,-86.87056982,36.49443528
3449,Spring Hill,city,TN,47,4770580,50005,7,1864.5,26.82,,-86.91243194,35.74299324
3450,Tullahoma,city,TN,47,4775320,20339,6,865.5,23.5,,-86.21739938,35.37213284
3451,Union City,city,TN,47,4775940,11170,6,921.6,12.12,,-89.04772943,36.42650146
3452,White House,city,TN,47,4780200,12982,6,1157,11.22,,-86.66497415,36.46630309
3453,Abilene,city,TX,48,4801000,125182,8,1116.8,112.09,,-99.73834605,32.45436145
3454,Addison,town,TX,48,4801240,16661,6,3821.3,4.36,,-96.8318525,32.96712979
3455,Alamo,city,TX,48,4801576,19493,6,2595.6,7.51,,-98.11825265,26.17945513
3456,Aldine,Census Designated Place,TX,48,4801696,15999,6,2030.3,7.88,,-95.37846801,29.91232826
3457,Alice,city,TX,48,4801852,17891,6,1422.2,12.58,,-98.06524905,27.75561284
3458,Allen,city,TX,48,4801924,104627,8,3949.7,26.49,,-96.67266751,33.10885397
3459,Alton,city,TX,48,4802212,18198,6,2489.5,7.31,,-98.309194,26.29202616
3460,Alvin,city,TX,48,4802272,27098,6,1097.1,24.7,,-95.24504228,29.42052347
3461,Amarillo,city,TX,48,4803000,200393,8,1929.5,103.86,,-101.843662,35.20236283
3462,Andrews,city,TX,48,4803216,13487,6,1937.8,6.96,,-102.5523247,32.32111977
3463,Angleton,city,TX,48,4803264,19429,6,1653.5,11.75,,-95.42900705,29.16891297
3464,Arlington,city,TX,48,4804000,394266,9,3963.7,99.47,,-97.10633797,32.73329393
3465,Atascocita,Census Designated Place,TX,48,4804462,88174,7,3669.3,24.03,,-95.19833949,29.96924394
3466,Athens,city,TX,48,4804504,12857,6,636.5,20.2,,-95.85225027,32.20404046
3467,Austin,city,TX,48,4805000,961855,10,2945.9,326.51,State,-97.74158882,30.26694457
3468,Azle,city,TX,48,4805168,13369,6,1517.5,8.81,,-97.53790917,32.89541494
3469,Balch Springs,city,TX,48,4805372,27685,6,3062.5,9.04,,-96.61509911,32.71940452
3470,Bay City,city,TX,48,4805984,18061,6,1944.1,9.29,,-95.96010733,28.98150651
3471,Baytown,city,TX,48,4806128,83701,7,2230.2,37.53,,-95.00001243,29.72743674
3472,Beaumont,city,TX,48,4807000,115282,8,1352.8,85.22,,-94.10222049,30.08111911
3473,Bedford,city,TX,48,4807132,49928,6,4972.9,10.04,,-97.13501246,32.84638977
3474,Beeville,city,TX,48,4807192,13669,6,2142.5,6.38,,-97.74940618,28.40588239
3475,Bellaire,city,TX,48,4807300,17202,6,4778.3,3.6,,-95.4622169,29.70392049
3476,Belton,city,TX,48,4807492,23054,6,1090.5,21.14,,-97.47881996,31.05650838
3477,Benbrook,city,TX,48,4807552,24520,6,2215,11.07,,-97.45077232,32.67688784
3478,Big Spring,city,TX,48,4808236,26144,6,1376,19,,-101.4801561,32.23872402
3479,Boerne,city,TX,48,4809160,17850,6,1490,11.98,,-98.72928201,29.78533556
3480,Bonham,city,TX,48,4809328,10408,6,1058.8,9.83,,-96.1858715,33.58634282
3481,Borger,city,TX,48,4809556,12551,6,1427.9,8.79,,-101.3939533,35.66267952
3482,Brenham,city,TX,48,4810156,17369,6,1333,13.03,,-96.39517618,30.15769934
3483,Brownsville,city,TX,48,4810768,186738,8,1286.3,145.18,,-97.49789393,25.90586245
3484,Brownwood,city,TX,48,4810780,18862,6,1258.3,14.99,,-98.98165454,31.72261021
3485,Brushy Creek,Census Designated Place,TX,48,4810897,22519,6,3469.8,6.49,,-97.73894167,30.51195148
3486,Bryan,city,TX,48,4810912,83980,7,1547.7,54.26,,-96.36855108,30.66735438
3487,Burkburnett,city,TX,48,4811368,10939,6,947.9,11.54,,-98.5625744,34.0649731
3488,Burleson,city,TX,48,4811428,47641,6,1682.2,28.32,,-97.3387925,32.5404967
3489,Canyon,city,TX,48,4812532,14836,6,1882.7,7.88,,-101.910541,34.9826561
3490,Canyon Lake,Census Designated Place,TX,48,4812580,31124,6,199.3,156.14,,-98.2616756,29.87621773
3491,Carrollton,city,TX,48,4813024,133434,8,3564.9,37.43,,-96.89010862,32.97427994
3492,Cedar Hill,city,TX,48,4813492,49148,6,1369.8,35.88,,-96.95925077,32.58085727
3493,Cedar Park,city,TX,48,4813552,77595,7,3019.3,25.7,,-97.81667031,30.51508877
3494,Channelview,Census Designated Place,TX,48,4814236,45688,6,2940,15.54,,-95.10980791,29.77522991
3495,Cibolo,city,TX,48,4814920,32276,6,1541.4,20.94,,-98.2197554,29.56988982
3496,Cinco Ranch,Census Designated Place,TX,48,4814929,16899,6,3832,4.41,,-95.76106571,29.73946486
3497,Cleburne,city,TX,48,4815364,31352,6,812.2,38.6,,-97.38901032,32.35008998
3498,Cloverleaf,Census Designated Place,TX,48,4815628,24100,6,7850.2,3.07,,-95.1718525,29.78158273
