agency_name,state_name,agency_id_nces_assigned_district,county_number,agency_name_district
b'RENSSELAER-COLUMBIA-GREENE BOCES',b'New York',3680700.0,36083.0,b'RENSSELAER-COLUMBIA-GREENE BOCES'
b'RENTON SCHOOL DISTRICT',b'Washington',5307230.0,53033.0,b'Renton School District'
b'RENTON TECHNICAL COLLEGE',b'Washington',5300325.0,53033.0,b'Renton Technical College'
b'RENVILLE COUNTY WEST SCHOOLS',b'Minnesota',2700163.0,27129.0,b'Renville County West Schools'
b'RENWICK',b'Kansas',2011080.0,20173.0,b'Renwick'
b'REO INC',b'Montana',3000103.0,30049.0,b'REO Inc'
b'REPUBLIC COUNTY',b'Kansas',2000030.0,20157.0,b'Republic County'
b'REPUBLIC R-III',b'Missouri',2926220.0,29077.0,b'REPUBLIC R-III'
b'REPUBLIC SCHOOL DISTRICT',b'Washington',5307260.0,53019.0,b'Republic School District'
b'REPUBLIC-MICHIGAMME SCHOOLS',b'Michigan',2629580.0,26103.0,b'Republic-Michigamme Schools'
b'RESCUE UNION ELEMENTARY',b'California',632310.0,6017.0,b'Rescue Union Elementary'
b'RESEARCH BASED EDUCATION CORPORATION (90275)',b'Arizona',400815.0,4013.0,b'Research Based Education Corporation (90275)'
b'RESEARCH TRIANGLE CHARTER',b'North Carolina',3700081.0,37063.0,b'Research Triangle Charter'
b'RESEARCH TRIANGLE HIGH SCHOOL',b'North Carolina',3700326.0,37063.0,b'Research Triangle High School'
b'RESERVE',b'New Mexico',3502220.0,35003.0,b'RESERVE PUBLIC SCHOOLS'
b'RESOLUTE ACADEMY CHARTER DISTRICT',b'CALIFORNIA',601864.0,6037.0,b'Resolute Academy Charter District'
b'RESPONSIVE ED SOLUTIONS PREMIER HIGH SCHOOL N LITTLE ROCK',b'ARKANSAS',500425.0,5119.0,b'RESPONSIVE ED SOLUTIONS PREMIER HIGH SCH OF N LITTLE ROCK'
b'RESPONSIVE ED SOLUTIONS PREMIER HIGH SCHOOL OF SPRINGDALE',b'ARKANSAS',500441.0,5143.0,b'RESPONSIVE ED SOLUTIONS PREMIER HIGH SCHOOL OF SPRINGDALE'
b'REVE PREPARATORY CHARTER SCHOOL',b'TEXAS',4801465.0,48201.0,b'REVE PREPARATORY CHARTER SCHOOL'
b'REVERE',b'Massachusetts',2510050.0,25025.0,b'Revere'
b'REVERE LOCAL',b'Ohio',3905005.0,39153.0,b'Revere Local'
b'REVERE SCHOOL DISTRICT',b'Colorado',806000.0,8115.0,b'Revere School District'
b'REVITALIZE CHARTER SCHOOL',b'NORTH CAROLINA',3700486.0,37183.0,b'Revitalize Charter School'
b'REVOLUTION ACADEMY',b'NORTH CAROLINA',3700463.0,37081.0,b'Revolution Academy'
b'REYDON',b'Oklahoma',4025800.0,40129.0,b'REYDON'
b'REYNOLDS SD',b'Pennsylvania',4220220.0,42085.0,b'Reynolds SD'
b'REYNOLDS SD 7',b'Oregon',4110520.0,41051.0,b'Reynolds SD 7'
b'REYNOLDSBURG CITY',b'Ohio',3904700.0,39049.0,b'Reynoldsburg City'
b'RHEA COUNTY',b'Tennessee',4703510.0,47143.0,b'Rhea County Department of Education'
b'RHINEBECK CENTRAL SCHOOL DISTRICT',b'New York',3624480.0,36027.0,b'RHINEBECK CENTRAL SCHOOL DISTRICT'
b'RHINELANDER SCHOOL DISTRICT',b'Wisconsin',5512720.0,55085.0,b'Rhinelander School District'
b'RHODE ISLAND NURSES INSTITUTE MIDDLE COLLEGE',b'Rhode Island',4400019.0,44007.0,b'Rhode Island Nurses Institute Middle College'
b'RHODES SD 84-5',b'Illinois',1733390.0,17031.0,b'Rhodes SD 84-5'
b'RIALTO UNIFIED',b'California',632370.0,6071.0,b'Rialto Unified'
b'RIB LAKE SCHOOL DISTRICT',b'Wisconsin',5512780.0,55119.0,b'Rib Lake School District'
b'RICARDO ISD',b'Texas',4836930.0,48273.0,b'RICARDO ISD'
b'RICE CISD',b'Texas',4836970.0,48089.0,b'RICE CISD'
b'RICE COUNTY SP. SERVICES COOP.',b'KANSAS',2000361.0,20159.0,b'Rice County Sp. Services Coop.'
b'RICE ISD',b'Texas',4836960.0,48349.0,b'RICE ISD'
b'RICE LAKE AREA SCHOOL DISTRICT',b'Wisconsin',5512810.0,55005.0,b'Rice Lake Area School District'
b'RICEVILLE COMM SCHOOL DISTRICT',b'Iowa',1924150.0,19089.0,b'Riceville Comm School District'
b'RICH DISTRICT',b'Utah',4900840.0,49033.0,b'Rich District'
b'RICH HILL R-IV',b'Missouri',2926310.0,29013.0,b'RICH HILL R-IV'
b'RICH TWP HSD 227',b'Illinois',1733420.0,17031.0,b'Rich Twp HSD 227'
b'RICHARD ALLEN ACADEMY',b'Ohio',3900047.0,39017.0,b'Richard Allen Academy'
b'RICHARD ALLEN PREPARATORY',b'Ohio',3900073.0,39113.0,b'Richard Allen Preparatory'
b'RICHARD ALLEN PREPARATORY CS',b'Pennsylvania',4200086.0,42101.0,b'Richard Allen Preparatory CS'
b'RICHARD CITY',b'Tennessee',4703540.0,47115.0,b'Richard City'
b'RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN)',b'Texas',4800075.0,48029.0,b'RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN)'
b'RICHARD WRIGHT PCS FOR JOURNALISM AND MEDIA ARTS',b'District of Columbia',1100082.0,11001.0,b'Richard Wright PCS for Journalism and Media Arts'
b'RICHARDS ISD',b'Texas',4836990.0,48185.0,b'RICHARDS ISD'
b'RICHARDS R-V',b'Missouri',2926370.0,29091.0,b'RICHARDS R-V'
b'RICHARDSON ISD',b'Texas',4837020.0,48113.0,b'RICHARDSON ISD'
b'RICHARDTON-TAYLOR 34',b'North Dakota',3800048.0,38089.0,b'RICHARDTON-TAYLOR 34'
b'RICHEY ELEM',b'Montana',3022370.0,30021.0,b'Richey Elem'
b'RICHEY H S',b'Montana',3022410.0,30021.0,b'Richey H S'
b'RICHFIELD DISTRICT',b'Idaho',1602760.0,16063.0,b'RICHFIELD DISTRICT'
b'RICHFIELD ELEMENTARY',b'California',632400.0,6103.0,b'Richfield Elementary'
b'RICHFIELD PUBLIC SCHOOL ACADEMY',b'Michigan',2600286.0,26049.0,b'Richfield Public School Academy'
b'RICHFIELD PUBLIC SCHOOL DISTRICT',b'Minnesota',2731750.0,27053.0,b'RICHFIELD PUBLIC SCHOOL DISTRICT'
b'RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT',b'New York',3624570.0,36077.0,b'RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT'
b'RICHGROVE ELEMENTARY',b'California',632430.0,6107.0,b'Richgrove Elementary'
b'RICHLAND',b'Montana',3000069.0,30083.0,b'Richland'
b'RICHLAND 01',b'South Carolina',4503360.0,45079.0,b'Richland 01'
b'RICHLAND 02',b'South Carolina',4503390.0,45079.0,b'Richland 02'
b'RICHLAND 44',b'North Dakota',3800036.0,38077.0,b'RICHLAND 44'
b'RICHLAND COLLEGIATE HIGH SCHOOL',b'Texas',4800271.0,48113.0,b'RICHLAND COLLEGIATE HIGH SCHOOL'
b'RICHLAND COUNTY CUSD 1',b'Illinois',1713290.0,17159.0,b'Richland County CUSD 1'
b'RICHLAND GSD 88A',b'Illinois',1733450.0,17197.0,b'Richland GSD 88A'
b'RICHLAND PARISH',b'Louisiana',2201350.0,22083.0,b'Richland Parish'
b'RICHLAND R-I',b'Missouri',2926400.0,29207.0,b'RICHLAND R-I'
b'RICHLAND R-IV',b'Missouri',2926430.0,29169.0,b'RICHLAND R-IV'
b'RICHLAND SCHOOL DISTRICT',b'Wisconsin',5512960.0,55103.0,b'Richland School District'
b'RICHLAND SCHOOL DISTRICT',b'Washington',5307320.0,53005.0,b'Richland School District'
b'RICHLAND SD',b'Pennsylvania',4220250.0,42021.0,b'Richland SD'
b'RICHLAND SPRINGS ISD',b'Texas',4837080.0,48411.0,b'RICHLAND SPRINGS ISD'
b'RICHLAND UNION ELEMENTARY',b'California',621450.0,6029.0,b'Richland Union Elementary'
b'RICHLAND-BEAN BLOSSOM C S C',b'Indiana',1809480.0,18105.0,b'Richland-Bean Blossom C S C'
b'RICHMOND',b'Massachusetts',2510080.0,25003.0,b'Richmond'
b'RICHMOND CHARTER ACADEMY DISTRICT',b'CALIFORNIA',602121.0,6013.0,b'Richmond Charter Academy District'
b'RICHMOND CHARTER ELEMENTARY-BENITO JUAREZ DISTRICT',b'CALIFORNIA',601670.0,6013.0,b'Richmond Charter Elementary-Benito Juarez District'
b'RICHMOND CITY PUBLIC SCHOOLS',b'Virginia',5103240.0,51760.0,b'RICHMOND CITY PBLC SCHS'
b'RICHMOND COLLEGE PREPARATORY DISTRICT',b'CALIFORNIA',601722.0,6013.0,b'Richmond College Preparatory District'
b'RICHMOND COMMUNITY SCHOOLS',b'Michigan',2629670.0,26099.0,b'Richmond Community Schools'
b'RICHMOND COMMUNITY SCHOOLS',b'Indiana',1809510.0,18177.0,b'Richmond Community Schools'
b'RICHMOND COUNTY',b'Georgia',1304380.0,13245.0,b'Richmond County'
b'RICHMOND COUNTY PUBLIC SCHOOLS',b'Virginia',5103270.0,51159.0,b'RICHMOND CO PBLC SCHS'
b'RICHMOND COUNTY SCHOOLS',b'North Carolina',3703870.0,37153.0,b'Richmond County Schools'
b'RICHMOND ELEMENTARY',b'California',632520.0,6035.0,b'Richmond Elementary'
b'RICHMOND HEIGHTS LOCAL',b'Ohio',3904659.0,39035.0,b'Richmond Heights Local'
b'RICHMOND PREPARATORY CHARTER SCHOOL',b'NEW YORK',3601231.0,36085.0,b'RICHMOND PREPARATORY CHARTER SCHOOL'
b'RICHMOND R-XVI',b'Missouri',2926480.0,29177.0,b'RICHMOND R-XVI'
b'RICHMOND SCHOOL DISTRICT',b'Wisconsin',5508130.0,55133.0,b'Richmond School District'
b'RICHMOND-BURTON CHSD 157',b'Illinois',1733510.0,17111.0,b'Richmond-Burton CHSD 157'
b'RICHTON SCHOOL DIST',b'Mississippi',2803870.0,28111.0,b'RICHTON SCHOOL DIST'
b'RICHWOODS R-VII',b'Missouri',2931230.0,29221.0,b'RICHWOODS R-VII'
b'RIDDLE SD 70',b'Oregon',4110530.0,41019.0,b'Riddle SD 70'
b'RIDGE AND VALLEY CHARTER SCHOOL',b'New Jersey',3400082.0,34041.0,b'Ridge and Valley Charter School'
b'RIDGE PARK CHARTER ACADEMY',b'Michigan',2600208.0,26081.0,b'Ridge Park Charter Academy'
b'RIDGECREST ELEM ACAD FOR LANGUAGE MUSIC AND SCI DISTRICT',b'CALIFORNIA',601931.0,6029.0,b'Ridgecrest Elem Acad for Language Music and Sci District'
b'RIDGEDALE LOCAL',b'Ohio',3904843.0,39101.0,b'Ridgedale Local'
b'RIDGEFIELD PARK PUBLIC SCHOOL DISTRICT',b'New Jersey',3413800.0,34003.0,b'Ridgefield Park Public School District'
b'RIDGEFIELD SCHOOL DISTRICT',b'New Jersey',3413770.0,34003.0,b'Ridgefield School District'
b'RIDGEFIELD SCHOOL DISTRICT',b'Connecticut',903810.0,9001.0,b'Ridgefield School District'
b'RIDGEFIELD SCHOOL DISTRICT',b'Washington',5307350.0,53011.0,b'Ridgefield School District'
b'RIDGELAND SD 122',b'Illinois',1733690.0,17031.0,b'Ridgeland SD 122'
b'RIDGELINE ACADEMY INC. (4301)',b'Arizona',400031.0,4013.0,b'Ridgeline Academy Inc. (4301)'
b'RIDGEMONT LOCAL',b'Ohio',3904750.0,39065.0,b'Ridgemont Local'
b'RIDGEVIEW CHARTER SCHOOL',b'NORTH CAROLINA',3700451.0,37071.0,b'Ridgeview Charter School'
b'RIDGEVIEW CUSD 19',b'Illinois',1700109.0,17113.0,b'Ridgeview CUSD 19'
b'RIDGEWAY COMMUNITY SCHOOL',b'Minnesota',2700194.0,27169.0,b'RIDGEWAY COMMUNITY SCHOOL'
b'RIDGEWAY R-V',b'Missouri',2926490.0,29081.0,b'RIDGEWAY R-V'
b'RIDGEWOOD CHSD 234',b'Illinois',1733720.0,17031.0,b'Ridgewood CHSD 234'
b'RIDGEWOOD LOCAL',b'Ohio',3904647.0,39031.0,b'Ridgewood Local'
b'RIDGEWOOD PUBLIC SCHOOL DISTRICT',b'New Jersey',3413830.0,34003.0,b'Ridgewood Public School District'
b'RIDGWAY AREA SD',b'Pennsylvania',4220310.0,42047.0,b'Ridgway Area SD'
b'RIDGWAY SCHOOL DISTRICT NO. R-2  OF  THE COUNTY OF OURAY A',b'Colorado',806210.0,8091.0,b'Ridgway School District No. R-2  of  the county of Ouray a'
b'RIDLEY SD',b'Pennsylvania',4220370.0,42045.0,b'Ridley SD'
b'RIESEL ISD',b'Texas',4837110.0,48309.0,b'RIESEL ISD'
b'RILEY CCSD 18',b'Illinois',1733750.0,17111.0,b'Riley CCSD 18'
b'RILEY COUNTY',b'Kansas',2011100.0,20161.0,b'Riley County'
b'RIM OF THE WORLD UNIFIED',b'California',632610.0,6071.0,b'Rim of the World Unified'
b'RINCON VALLEY UNION ELEMENTARY',b'California',632640.0,6097.0,b'Rincon Valley Union Elementary'
b'RINGGOLD SD',b'Pennsylvania',4220400.0,42125.0,b'Ringgold SD'
b'RINGLING',b'Oklahoma',4025860.0,40067.0,b'RINGLING'
b'RINGWOOD',b'Oklahoma',4025920.0,40093.0,b'RINGWOOD'
b'RINGWOOD SCHOOL DISTRICT',b'New Jersey',3413860.0,34031.0,b'Ringwood School District'
b'RIO BLANCO BOCES',b'Colorado',899280.0,8103.0,b'Rio Blanco BOCES'
b'RIO BLANCO BOCES AU',b'Colorado',800277.0,8103.0,b'Rio Blanco BOCES AU'
b'RIO BRAVO-GREELEY UNION ELEMENTARY',b'California',632710.0,6029.0,b'Rio Bravo-Greeley Union Elementary'
b'RIO COMMUNITY SCHOOL DISTRICT',b'Wisconsin',5512990.0,55021.0,b'Rio Community School District'
b'RIO DELL ELEMENTARY',b'California',632730.0,6023.0,b'Rio Dell Elementary'
b'RIO ELEMENTARY',b'California',632760.0,6111.0,b'Rio Elementary'
b'RIO GRANDE ACADEMY OF FINE ARTS',b'NEW MEXICO',3500190.0,35001.0,b'RIO GRANDE ACADEMY OF FINE ARTS'
b'RIO GRANDE CITY GRULLA ISD',b'Texas',4837140.0,48427.0,b'RIO GRANDE CITY GRULLA ISD'
b'RIO HONDO ISD',b'Texas',4837170.0,48061.0,b'RIO HONDO ISD'
b'RIO RANCHO',b'New Mexico',3500010.0,35043.0,b'RIO RANCHO PUBLIC SCHOOLS'
b'RIO VALLEY CHARTER DISTRICT',b'CALIFORNIA',601765.0,6077.0,b'Rio Valley Charter District'
b'RIO VISTA ISD',b'Texas',4837200.0,48251.0,b'RIO VISTA ISD'
b'RIPLEY',b'Oklahoma',4025950.0,40119.0,b'RIPLEY'
b'RIPLEY CENTRAL SCHOOL DISTRICT',b'New York',3624660.0,36013.0,b'RIPLEY CENTRAL SCHOOL DISTRICT'
b'RIPLEY CO. R-III',b'Missouri',2926550.0,29181.0,b'RIPLEY CO. R-III'
b'RIPLEY CO. R-IV',b'Missouri',2926580.0,29181.0,b'RIPLEY CO. R-IV'
b'RIPLEY-OHIO-DEARBORN SP ED COOP',b'Indiana',1800133.0,18137.0,b'Ripley-Ohio-Dearborn Sp Ed Coop'
b'RIPLEY-UNION-LEWIS-HUNTINGTON LOCAL',b'Ohio',3904607.0,39015.0,b'Ripley-Union-Lewis-Huntington Local'
b'RIPON AREA SCHOOL DISTRICT',b'Wisconsin',5513020.0,55039.0,b'Ripon Area School District'
b'RIPON UNIFIED',b'California',632880.0,6077.0,b'Ripon Unified'
b'RIRIE JOINT DISTRICT',b'Idaho',1602790.0,16051.0,b'RIRIE JOINT DISTRICT'
b'RISCO R-II',b'Missouri',2926610.0,29143.0,b'RISCO R-II'
b'RISE & SHINE ACADEMY',b'Ohio',3901555.0,39095.0,b'Rise & Shine Academy'
b'RISE ACADEMY',b'Minnesota',2700325.0,27123.0,b'COLLEGE PREPARATORY ELEMENTARY'
b'RISE ACADEMY',b'Texas',4800141.0,48303.0,b'RISE ACADEMY'
b'RISE KOHYANG ELEMENTARY DISTRICT',b'CALIFORNIA',601721.0,6037.0,b'Rise Kohyang Elementary District'
b'RISE KOHYANG HIGH DISTRICT',b'CALIFORNIA',601946.0,6037.0,b'Rise Kohyang High District'
b'RISE KOHYANG MIDDLE DISTRICT',b'CALIFORNIA',601723.0,6037.0,b'Rise Kohyang Middle District'
b'RISE PREP MAYORAL ACADEMY',b'RHODE ISLAND',4400029.0,44007.0,b'RISE Prep Mayoral Academy'
b'RISE SOUTHEAST RALEIGH CHARTER SCHOOL',b'NORTH CAROLINA',3700397.0,37183.0,b'RISE Southeast Raleigh Charter School'
b'RISING STAR ISD',b'Texas',4837230.0,48133.0,b'RISING STAR ISD'
b'RISING STARS ACADEMY',b'Michigan',2601047.0,26099.0,b'Rising Stars Academy'
b'RISING SUN MONTESSORI DISTRICT',b'CALIFORNIA',601868.0,6017.0,b'Rising Sun Montessori District'
b'RISING SUN-OHIO CO COM',b'Indiana',1809600.0,18115.0,b'Rising Sun-Ohio Co Com'
b'RISING TIDE CHARTER PUBLIC (DISTRICT)',b'Massachusetts',2500057.0,25023.0,b'Rising Tide Charter Public (District)'
b'RITCHIE COUNTY SCHOOLS',b'West Virginia',5401290.0,54085.0,b'RITCHIE COUNTY SCHOOLS'
b'RITE OF PASSAGE',b'WYOMING',5680255.0,32005.0,b'Rite of Passage'
b'RITENOUR',b'Missouri',2926640.0,29189.0,b'RITENOUR'
b'RITTMAN ACADEMY',b'Ohio',3900366.0,39169.0,b'Rittman Academy'
b'RITTMAN EXEMPTED VILLAGE',b'Ohio',3910028.0,39169.0,b'Rittman Exempted Village'
b'RITZVILLE SCHOOL DISTRICT',b'Washington',5307380.0,53001.0,b'Ritzville School District'
b'RIVENDELL INTERSTATE SCHOOL DISTRICT',b'Vermont',5000024.0,33009.0,b'Rivendell Interstate School District'
b'RIVENDELL INTERSTATE SUPERVISORY DISTRICT',b'Vermont',5000384.0,33009.0,b'Rivendell Interstate Supervisory District'
b'RIVER BEND CUSD 2',b'Illinois',1733950.0,17195.0,b'River Bend CUSD 2'
b'RIVER BEND EDUCATION DISTRICT',b'Minnesota',2791353.0,27015.0,b'RIVER BEND EDUCATION DISTRICT'
b'RIVER CHARTER SCHOOLS LIGHTHOUSE CHARTER DISTRICT',b'CALIFORNIA',602314.0,6113.0,b'River Charter Schools Lighthouse Charter District'
b'RIVER CITY SCHOLARS CHARTER ACADEMY',b'Michigan',2601031.0,26081.0,b'River City Scholars Charter Academy'
b'RIVER DELL REGIONAL SCHOOL DISTRICT',b'New Jersey',3412260.0,34003.0,b'River Dell Regional School District'
b'RIVER DELTA JOINT UNIFIED',b'California',633110.0,6095.0,b'River Delta Joint Unified'
b'RIVER EDGE SCHOOL DISTRICT',b'New Jersey',3413890.0,34003.0,b'River Edge School District'
b'RIVER FALLS SCHOOL DISTRICT',b'Wisconsin',5513050.0,55093.0,b'River Falls School District'
b'RIVER FOREST COMMUNITY SCH CORP',b'Indiana',1804620.0,18089.0,b'River Forest Community Sch Corp'
b'RIVER FOREST SD 90',b'Illinois',1733810.0,17031.0,b'River Forest SD 90'
b'RIVER GATE HIGH SCHOOL',b'Ohio',3900084.0,39155.0,b'River Gate High School'
b'RIVER GROVE SD 85-5',b'Illinois',1733840.0,17031.0,b'River Grove SD 85-5'
b'RIVER HEIGHTS ACADEMY',b'Michigan',2600137.0,26163.0,b'River Heights Academy'
b'RIVER ISLANDS HIGH DISTRICT',b'CALIFORNIA',602574.0,6077.0,b'River Islands High District'
b'RIVER ISLANDS TECHNOLOGY ACADEMY II DISTRICT',b'CALIFORNIA',601756.0,6077.0,b'River Islands Technology Academy II District'
b'RIVER MILL ACADEMY',b'North Carolina',3700050.0,37001.0,b'River Mill Academy'
b'RIVER MONTESSORI ELEMENTARY CHARTER DISTRICT',b'CALIFORNIA',602204.0,6097.0,b'River Montessori Elementary Charter District'
b'RIVER OAK CHARTER DISTRICT',b'CALIFORNIA',602414.0,6045.0,b'River Oak Charter District'
b'RIVER OAKS ACADEMY DISTRICT',b'CALIFORNIA',601908.0,6111.0,b'River Oaks Academy District'
b'RIVER RIDGE CUSD 210',b'Illinois',1700001.0,17085.0,b'River Ridge CUSD 210'
b'RIVER RIDGE SCHOOL DISTRICT',b'Wisconsin',5500017.0,55043.0,b'River Ridge School District'
b'RIVER ROAD ISD',b'Texas',4837260.0,48375.0,b'RIVER ROAD ISD'
b'RIVER ROUGE SCHOOL DISTRICT OF THE CITY OF',b'Michigan',2629760.0,26163.0,b'River Rouge School District of the City of'
b'RIVER SPRINGS CHARTER DISTRICT',b'CALIFORNIA',602089.0,6065.0,b'River Springs Charter District'
b'RIVER TRAILS SD 26',b'Illinois',1733870.0,17031.0,b'River Trails SD 26'
b'RIVER VALE PUBLIC SCHOOL DISTRICT',b'New Jersey',3413950.0,34003.0,b'River Vale Public School District'
b'RIVER VALLEY CHARTER (DISTRICT)',b'Massachusetts',2500062.0,25009.0,b'River Valley Charter (District)'
b'RIVER VALLEY CHARTER DISTRICT',b'CALIFORNIA',601462.0,6073.0,b'River Valley Charter District'
b'RIVER VALLEY COMM SCHOOL DISTRICT',b'Iowa',1910340.0,19193.0,b'River Valley Comm School District'
b'RIVER VALLEY LOCAL',b'Ohio',3904844.0,39101.0,b'River Valley Local'
b'RIVER VALLEY SCHOOL DISTRICT',b'Michigan',2629790.0,26021.0,b'River Valley School District'
b'RIVER VALLEY SCHOOL DISTRICT',b'Wisconsin',5514250.0,55111.0,b'River Valley School District'
b'RIVER VALLEY SD',b'Pennsylvania',4203750.0,42063.0,b'Blairsville-Saltsburg SD'
b'RIVER VALLEY TECHNICAL CENTER',b'Vermont',5000371.0,50027.0,b'River Valley Technical Center'
b'RIVER VALLEYS UNIFIED SCHOOL DISTRICT #73',b'VERMONT',5000447.0,50025.0,b'River Valleys Unified School District #73'
b'RIVER VIEW LOCAL',b'Ohio',3904648.0,39031.0,b'River View Local'
b'RIVERBANK CHARTER SCHOOL OF EXCELLENCE',b'New Jersey',3400731.0,34005.0,b'Riverbank Charter School of Excellence'
b'RIVERBANK UNIFIED',b'California',600061.0,6099.0,b'Riverbank Unified'
b'RIVERCREST ISD',b'Texas',4842120.0,48387.0,b'RIVERCREST ISD'
b'RIVERCREST SCHOOL DISTRICT',b'Arkansas',500045.0,5093.0,b'RIVERCREST SCHOOL DISTRICT'
b'RIVERDALE CUSD 100',b'Illinois',1733930.0,17161.0,b'Riverdale CUSD 100'
b'RIVERDALE JOINT UNIFIED',b'California',600040.0,6019.0,b'Riverdale Joint Unified'
b'RIVERDALE LOCAL',b'Ohio',3904751.0,39063.0,b'Riverdale Local'
b'RIVERDALE SCHOOL DISTRICT',b'Wisconsin',5510140.0,55043.0,b'Riverdale School District'
b'RIVERDALE SCHOOL DISTRICT',b'New Jersey',3413980.0,34027.0,b'Riverdale School District'
b'RIVERDALE SD 51J',b'Oregon',4110560.0,41051.0,b'Riverdale SD 51J'
b'RIVERHEAD CENTRAL SCHOOL DISTRICT',b'New York',3624690.0,36103.0,b'RIVERHEAD CENTRAL SCHOOL DISTRICT'
b'RIVERHEAD CHARTER SCHOOL',b'New York',3600060.0,36103.0,b'RIVERHEAD CHARTER SCHOOL'
b'RIVERSIDE',b'Oklahoma',4026010.0,40017.0,b'RIVERSIDE'
b'RIVERSIDE',b'Kansas',2000351.0,20043.0,b'Riverside'
b'RIVERSIDE ACADEMY',b'Michigan',2600291.0,26163.0,b'Riverside Academy'
b'RIVERSIDE BEAVER COUNTY SD',b'Pennsylvania',4217430.0,42007.0,b'Riverside Beaver County SD'
b'RIVERSIDE COMM SCHOOL DISTRICT',b'Iowa',1900027.0,19155.0,b'Riverside Comm School District'
b'RIVERSIDE COMMUNITY SCHOOL INC. DBA RIVERSIDE ACADEMY',b'Ohio',3900043.0,39061.0,b'Riverside Academy'
b'RIVERSIDE COUNTY OFFICE OF EDUCATION',b'California',691026.0,6065.0,b'Riverside County Office of Education'
b'RIVERSIDE COUNTY OFFICE OF EDUCATION ROP',b'California',600094.0,6065.0,b'Riverside County Office Of Education ROP'
b'RIVERSIDE ELEMENTARY DISTRICT (4257)',b'Arizona',407020.0,4013.0,b'Riverside Elementary District (4257)'
b'RIVERSIDE LOCAL',b'Ohio',3904809.0,39091.0,b'Riverside Local'
b'RIVERSIDE LOCAL',b'Ohio',3910014.0,39085.0,b'Riverside Local'
b'RIVERSIDE PREPARATORY DISTRICT',b'CALIFORNIA',602566.0,6071.0,b'Riverside Preparatory District'
b'RIVERSIDE PUBLIC SCHOOLS',b'NEBRASKA',3100184.0,31077.0,b'RIVERSIDE PUBLIC SCHOOLS'
b'RIVERSIDE SCHOOL DISTRICT',b'Arkansas',500012.0,5031.0,b'RIVERSIDE SCHOOL DISTRICT'
b'RIVERSIDE SCHOOL DISTRICT',b'Washington',5307440.0,53063.0,b'Riverside School District'
b'RIVERSIDE SD',b'Pennsylvania',4223250.0,42069.0,b'Riverside SD'
b'RIVERSIDE SD 96',b'Illinois',1733990.0,17031.0,b'Riverside SD 96'
b'RIVERSIDE TOWNSHIP SCHOOL DISTRICT',b'New Jersey',3414010.0,34005.0,b'Riverside Township School District'
b'RIVERSIDE UNIFIED',b'California',633150.0,6065.0,b'Riverside Unified'
b'RIVERSIDE-BROOKFIELD TWP SD 208',b'Illinois',1734020.0,17031.0,b'Riverside-Brookfield Twp SD 208'
b'RIVERTON',b'Kansas',2011130.0,20021.0,b'Riverton'
b'RIVERTON CUSD 14',b'Illinois',1734100.0,17167.0,b'Riverton CUSD 14'
b'RIVERTON SCHOOL DISTRICT',b'New Jersey',3414040.0,34005.0,b'Riverton School District'
b'RIVERTON STREET CHARTER SCHOOL',b'New York',3601035.0,36081.0,b'RIVERTON STREET CHARTER SCHOOL'
b'RIVERVIEW CCSD 2',b'Illinois',1734110.0,17203.0,b'Riverview CCSD 2'
b'RIVERVIEW COMMUNITY SCHOOL DISTRICT',b'Michigan',2629910.0,26163.0,b'Riverview Community School District'
b'RIVERVIEW GARDENS',b'Missouri',2926670.0,29189.0,b'RIVERVIEW GARDENS'
b'RIVERVIEW IU 6',b'Pennsylvania',4289160.0,42031.0,b'Riverview IU 6'
b'RIVERVIEW SCHOOL DISTRICT',b'Arkansas',508400.0,5145.0,b'RIVERVIEW SCHOOL DISTRICT'
b'RIVERVIEW SCHOOL DISTRICT',b'Washington',5304560.0,53033.0,b'Riverview School District'
b'RIVERVIEW SD',b'Pennsylvania',4220430.0,42003.0,b'Riverview SD'
b'RIVERWAY LEARNING COMMUNITY CHARTER',b'Minnesota',2700221.0,27169.0,b'Riverway Learning Community Charter'
b'RIVIERA ISD',b'Texas',4837320.0,48273.0,b'RIVIERA ISD'
b'ROAD TO SUCCESS ACADEMY',b'Ohio',3901412.0,39049.0,b'Road to Success Academy'
b'ROANE COUNTY',b'Tennessee',4703590.0,47145.0,b'Roane County'
b'ROANE COUNTY SCHOOLS',b'West Virginia',5401320.0,54087.0,b'ROANE COUNTY SCHOOLS'
b'ROANOKE BENSON CUSD 60',b'Illinois',1734140.0,17203.0,b'Roanoke Benson CUSD 60'
b'ROANOKE CITY',b'Alabama',102850.0,1111.0,b'Roanoke City'
b'ROANOKE CITY PUBLIC SCHOOLS',b'Virginia',5103300.0,51770.0,b'ROANOKE CITY PBLC SCHS'
b'ROANOKE COUNTY PUBLIC SCHOOLS',b'Virginia',5103330.0,51161.0,b'ROANOKE CO PBLC SCHS'
b'ROANOKE RAPIDS CITY SCHOOLS',b'North Carolina',3703900.0,37083.0,b'Roanoke Rapids City Schools'
"b""ROANOKE VALLEY GOVERNOR'S SCHOOL""",b'Virginia',5102176.0,51770.0,b'ROANOKE VALLEY GOV SCH'
